"item","BA S/E DON GOYO 220KV BP2","BA S/E NUEVA PAN DE AZUCAR 220KV BPA","addValue"
"2023-03-26 13","0.00","0.00",""
"2023-03-26 14","0.00","0.00",""
"2023-03-26 15","0.00","0.00",""
"2023-03-26 16","0.00","0.00",""
"2023-03-26 17","0.00","0.00",""
"2023-03-26 18","0.00","0.00",""
"2023-03-26 19","66.58","67.29",""
"2023-03-26 20","169.44","171.25",""
"2023-03-26 21","169.44","171.25",""
"2023-03-26 22","165.85","167.62",""
"2023-03-26 23","147.91","149.48",""
"2023-03-26 24","147.91","149.48",""
"2023-03-27 01","145.97","146.68",""
"2023-03-27 02","145.97","146.68",""
"2023-03-27 03","145.97","146.68",""
"2023-03-27 04","153.88","154.63",""
"2023-03-27 05","174.15","174.99",""
"2023-03-27 06","174.15","174.99",""
"2023-03-27 07","174.15","174.99",""
"2023-03-27 08","174.15","174.99",""
"2023-03-27 09","162.70","164.55",""
"2023-03-27 10","132.85","134.36",""
"2023-03-27 11","133.33","134.84",""
"2023-03-27 12","127.73","129.18",""
"2023-03-27 13","94.19","95.26",""
"2023-03-27 14","7.85","7.94",""
"2023-03-27 15","0.00","0.00",""
"2023-03-27 16","0.00","0.00",""
"2023-03-27 17","0.00","0.00",""
"2023-03-27 18","0.00","0.00",""
"2023-03-27 19","83.88","85.48",""
"2023-03-27 20","185.26","188.81",""
"2023-03-27 21","185.26","188.81",""
"2023-03-27 22","228.67","233.05",""
"2023-03-27 23","198.83","202.64",""
"2023-03-27 24","185.26","188.81",""
"2023-03-28 01","191.04","195.02",""
"2023-03-28 02","191.04","195.02",""
"2023-03-28 03","176.38","180.06",""
"2023-03-28 04","171.05","174.62",""
"2023-03-28 05","171.39","174.96",""
"2023-03-28 06","187.48","191.38",""
"2023-03-28 07","191.04","195.02",""
"2023-03-28 08","191.04","195.02",""
"2023-03-28 09","89.40","90.51",""
"2023-03-28 10","0.00","0.00",""
"2023-03-28 11","0.00","0.00",""
"2023-03-28 12","0.00","0.00",""
"2023-03-28 13","0.00","0.00",""
"2023-03-28 14","0.00","0.00",""
"2023-03-28 15","0.00","0.00",""
"2023-03-28 16","0.00","0.00",""
"2023-03-28 17","0.00","0.00",""
"2023-03-28 18","0.00","0.00",""
"2023-03-28 19","0.00","0.00",""
"2023-03-28 20","221.63","231.63",""
"2023-03-28 21","161.94","169.24",""
"2023-03-28 22","112.31","150.54",""
"2023-03-28 23","0.00","174.30",""
"2023-03-28 24","0.00","229.53",""
"2023-03-29 01","0.00","212.34",""
"2023-03-29 02","0.00","212.34",""
"2023-03-29 03","0.00","212.34",""
"2023-03-29 04","40.86","212.34",""
"2023-03-29 05","204.29","212.34",""
"2023-03-29 06","204.29","212.34",""
"2023-03-29 07","204.29","212.34",""
"2023-03-29 08","204.29","212.34",""
"2023-03-29 09","0.00","0.00",""
"2023-03-29 10","0.00","0.00",""
"2023-03-29 11","0.00","0.00",""
"2023-03-29 12","0.00","0.00",""
"2023-03-29 13","0.00","0.00",""
"2023-03-29 14","0.00","0.00",""
"2023-03-29 15","0.00","0.00",""
"2023-03-29 16","0.00","0.00",""
"2023-03-29 17","0.00","0.00",""
"2023-03-29 18","0.00","0.00",""
"2023-03-29 19","0.00","0.00",""
"2023-03-29 20","28.17","137.26",""
"2023-03-29 21","0.00","140.79",""
"2023-03-29 22","0.00","142.57",""
"2023-03-29 23","0.00","147.91",""
"2023-03-29 24","0.00","147.91",""
"2023-03-30 01","0.00","201.29",""
"2023-03-30 02","0.00","187.39",""
"2023-03-30 03","0.00","167.92",""
"2023-03-30 04","0.00","180.71",""
"2023-03-30 05","136.12","201.29",""
"2023-03-30 06","194.45","201.29",""
"2023-03-30 07","194.45","201.29",""
"2023-03-30 08","194.45","201.29",""
"2023-03-30 09","132.52","133.47",""
"2023-03-30 10","0.00","0.00",""
"2023-03-30 11","0.00","0.00",""
"2023-03-30 12","0.00","0.00",""
"2023-03-30 13","0.00","0.00",""
"2023-03-30 14","0.00","0.00",""
"2023-03-30 15","0.00","0.00",""
"2023-03-30 16","0.00","0.00",""
"2023-03-30 17","0.00","0.00",""
"2023-03-30 18","0.00","0.00",""
"2023-03-30 19","27.68","28.81",""
"2023-03-30 20","166.06","172.86",""
"2023-03-30 21","264.44","275.27",""
"2023-03-30 22","277.29","288.64",""
"2023-03-30 23","265.26","276.12",""
"2023-03-30 24","251.27","261.55",""
"2023-03-31 01","193.57","196.60",""
"2023-03-31 02","161.12","163.65",""
"2023-03-31 03","142.13","144.36",""
"2023-03-31 04","140.97","143.18",""
"2023-03-31 05","138.46","140.63",""
"2023-03-31 06","136.28","138.41",""
"2023-03-31 07","171.65","174.34",""
"2023-03-31 08","193.57","196.60",""
"2023-03-31 09","0.00","0.00",""
"2023-03-31 10","0.00","0.00",""
"2023-03-31 11","0.00","0.00",""
"2023-03-31 12","0.00","0.00",""
"2023-03-31 13","0.00","0.00",""
"2023-03-31 14","0.00","0.00",""
"2023-03-31 15","0.00","0.00",""
"2023-03-31 16","0.00","0.00",""
"2023-03-31 17","0.00","0.00",""
"2023-03-31 18","0.00","0.00",""
"2023-03-31 19","66.96","67.71",""
"2023-03-31 20","300.53","303.91",""
"2023-03-31 21","273.32","276.39",""
"2023-03-31 22","218.63","221.09",""
"2023-03-31 23","194.63","196.81",""
"2023-03-31 24","190.17","192.30",""
"2023-04-01 01","134.78","136.37",""
"2023-04-01 02","142.74","144.43",""
"2023-04-01 03","168.10","170.08",""
"2023-04-01 04","167.59","169.56",""
"2023-04-01 05","151.75","153.54",""
"2023-04-01 06","161.18","163.07",""
"2023-04-01 07","165.03","166.97",""
"2023-04-01 08","143.06","144.75",""
"2023-04-01 09","63.63","64.07",""
"2023-04-01 10","0.00","0.00",""
"2023-04-01 11","0.00","0.00",""
"2023-04-01 12","0.00","0.00",""
"2023-04-01 13","0.00","0.00",""
"2023-04-01 14","0.00","0.00",""
"2023-04-01 15","0.00","0.00",""
"2023-04-01 16","0.00","0.00",""
"2023-04-01 17","0.00","0.00",""
"2023-04-01 18","0.00","0.00",""
"2023-04-01 19","31.53","32.18",""
"2023-04-01 20","165.71","169.14",""
"2023-04-01 21","165.71","169.14",""
"2023-04-01 22","165.71","169.14",""
"2023-04-01 23","165.71","169.14",""
"2023-04-01 24","147.35","150.41",""
"2023-04-02 01","138.25","141.12",""
"2023-04-02 01","145.96","147.61",""
"2023-04-02 02","139.66","141.25",""
"2023-04-02 03","139.66","141.25",""
"2023-04-02 04","139.09","140.67",""
"2023-04-02 05","138.52","140.10",""
"2023-04-02 06","139.66","141.25",""
"2023-04-02 07","139.66","141.25",""
"2023-04-02 08","72.02","72.84",""
"2023-04-02 09","0.00","0.00",""
"2023-04-02 10","0.00","0.00",""
"2023-04-02 11","0.00","0.00",""
"2023-04-02 12","0.00","0.00",""
"2023-04-02 13","0.00","0.00",""
"2023-04-02 14","0.00","0.00",""
"2023-04-02 15","0.00","0.00",""
"2023-04-02 16","0.00","0.00",""
"2023-04-02 17","0.00","0.00",""
"2023-04-02 18","53.36","53.64",""
"2023-04-02 19","172.66","173.36",""
"2023-04-02 20","172.66","173.36",""
"2023-04-02 21","172.66","173.36",""
"2023-04-02 22","143.02","143.60",""
"2023-04-02 23","143.02","143.60",""
"2023-04-02 24","139.58","140.14",""
"2023-04-03 01","135.06","135.23",""
"2023-04-03 02","135.06","135.23",""
"2023-04-03 03","110.55","110.69",""
"2023-04-03 04","142.94","143.12",""
"2023-04-03 05","141.79","141.97",""
"2023-04-03 06","135.16","135.33",""
"2023-04-03 07","169.93","170.14",""
"2023-04-03 08","116.51","116.66",""
"2023-04-03 09","56.79","57.11",""
"2023-04-03 10","115.87","116.53",""
"2023-04-03 11","85.35","85.84",""
"2023-04-03 12","68.77","69.16",""
"2023-04-03 13","17.03","17.13",""
"2023-04-03 14","0.00","0.00",""
"2023-04-03 15","0.00","0.00",""
"2023-04-03 16","0.00","0.00",""
"2023-04-03 17","0.00","0.00",""
"2023-04-03 18","45.27","45.53",""
"2023-04-03 19","156.47","157.96",""
"2023-04-03 20","147.94","149.35",""
"2023-04-03 21","136.14","137.44",""
"2023-04-03 22","137.32","138.63",""
"2023-04-03 23","157.08","158.58",""
"2023-04-03 24","160.17","161.69",""
"2023-04-04 01","140.05","140.62",""
"2023-04-04 02","137.25","137.81",""
"2023-04-04 03","136.05","136.61",""
"2023-04-04 04","133.79","134.34",""
"2023-04-04 05","134.83","135.38",""
"2023-04-04 06","156.14","156.78",""
"2023-04-04 07","171.89","172.59",""
"2023-04-04 08","124.85","125.36",""
"2023-04-04 09","28.44","28.67",""
"2023-04-04 10","0.00","0.00",""
"2023-04-04 11","63.00","63.49",""
"2023-04-04 12","124.69","125.68",""
"2023-04-04 13","129.09","130.11",""
"2023-04-04 14","25.82","26.02",""
"2023-04-04 15","0.00","0.00",""
"2023-04-04 16","0.00","0.00",""
"2023-04-04 17","0.00","0.00",""
"2023-04-04 18","123.01","123.97",""
"2023-04-04 19","292.11","295.06",""
"2023-04-04 20","249.44","251.96",""
"2023-04-04 21","195.99","197.97",""
"2023-04-04 22","277.25","280.05",""
"2023-04-04 23","277.82","280.63",""
"2023-04-04 24","276.11","278.90",""
"2023-04-05 01","280.06","280.87",""
"2023-04-05 02","210.19","210.80",""
"2023-04-05 03","178.00","178.51",""
"2023-04-05 04","182.74","183.27",""
"2023-04-05 05","200.37","200.95",""
"2023-04-05 06","267.22","268.00",""
"2023-04-05 07","316.40","317.31",""
"2023-04-05 08","226.02","226.67",""
"2023-04-05 09","56.65","57.25",""
"2023-04-05 10","75.28","76.08",""
"2023-04-05 11","121.27","122.56",""
"2023-04-05 12","134.40","135.83",""
"2023-04-05 13","128.04","129.40",""
"2023-04-05 14","10.67","10.78",""
"2023-04-05 15","0.00","0.00",""
"2023-04-05 16","0.00","0.00",""
"2023-04-05 17","0.00","0.00",""
"2023-04-05 18","10.67","10.78",""
"2023-04-05 19","181.81","182.23",""
"2023-04-05 20","154.81","155.16",""
"2023-04-05 21","167.03","167.41",""
"2023-04-05 22","159.39","159.75",""
"2023-04-05 23","241.59","242.14",""
"2023-04-05 24","243.61","244.17",""
"2023-04-06 01","216.77","217.00",""
"2023-04-06 02","212.82","213.04",""
"2023-04-06 03","275.12","275.42",""
"2023-04-06 04","228.77","229.01",""
"2023-04-06 05","234.48","234.73",""
"2023-04-06 06","249.11","249.38",""
"2023-04-06 07","288.27","288.59",""
"2023-04-06 08","178.06","178.26",""
"2023-04-06 09","41.54","41.80",""
"2023-04-06 10","70.59","71.05",""
"2023-04-06 11","124.74","125.56",""
"2023-04-06 12","130.04","130.89",""
"2023-04-06 13","39.01","39.27",""
"2023-04-06 14","0.00","0.00",""
"2023-04-06 15","0.00","0.00",""
"2023-04-06 16","0.00","0.00",""
"2023-04-06 17","0.00","0.00",""
"2023-04-06 18","45.77","46.07",""
"2023-04-06 19","170.73","171.53",""
"2023-04-06 20","138.82","139.47",""
"2023-04-06 21","105.37","105.87",""
"2023-04-06 22","115.31","115.86",""
"2023-04-06 23","150.82","151.52",""
"2023-04-06 24","144.10","144.78",""
"2023-04-07 01","128.55","128.90",""
"2023-04-07 02","156.78","157.21",""
"2023-04-07 03","135.97","136.34",""
"2023-04-07 04","135.66","136.03",""
"2023-04-07 05","129.51","129.86",""
"2023-04-07 06","126.45","126.79",""
"2023-04-07 07","130.60","130.96",""
"2023-04-07 08","59.81","59.97",""
"2023-04-07 09","0.00","0.00",""
"2023-04-07 10","0.00","0.00",""
"2023-04-07 11","0.00","0.00",""
"2023-04-07 12","0.00","0.00",""
"2023-04-07 13","0.00","0.00",""
"2023-04-07 14","0.00","0.00",""
"2023-04-07 15","0.00","0.00",""
"2023-04-07 16","0.00","0.00",""
"2023-04-07 17","0.00","0.00",""
"2023-04-07 18","92.98","93.47",""
"2023-04-07 19","168.41","169.11",""
"2023-04-07 20","171.78","172.48",""
"2023-04-07 21","167.38","168.07",""
"2023-04-07 22","167.38","168.07",""
"2023-04-07 23","164.90","165.58",""
"2023-04-07 24","153.54","154.18",""
"2023-04-08 01","167.41","168.03",""
"2023-04-08 02","171.12","171.75",""
"2023-04-08 03","171.12","171.75",""
"2023-04-08 04","165.93","166.54",""
"2023-04-08 05","148.87","149.41",""
"2023-04-08 06","157.67","158.25",""
"2023-04-08 07","144.64","145.17",""
"2023-04-08 08","88.24","88.57",""
"2023-04-08 09","32.38","32.79",""
"2023-04-08 10","84.46","85.53",""
"2023-04-08 11","84.46","85.53",""
"2023-04-08 12","84.46","85.53",""
"2023-04-08 13","84.46","85.53",""
"2023-04-08 14","98.33","99.58",""
"2023-04-08 15","123.79","125.37",""
"2023-04-08 16","122.56","124.12",""
"2023-04-08 17","128.82","130.46",""
"2023-04-08 18","160.47","162.52",""
"2023-04-08 19","195.18","199.91",""
"2023-04-08 20","246.52","252.50",""
"2023-04-08 21","223.12","228.53",""
"2023-04-08 22","163.06","167.02",""
"2023-04-08 23","163.06","167.02",""
"2023-04-08 24","163.06","167.02",""
"2023-04-09 01","175.84","176.66",""
"2023-04-09 02","175.84","176.66",""
"2023-04-09 03","143.52","144.19",""
"2023-04-09 04","150.06","150.76",""
"2023-04-09 05","140.98","141.63",""
"2023-04-09 06","137.15","137.79",""
"2023-04-09 07","132.65","133.28",""
"2023-04-09 08","48.03","48.26",""
"2023-04-09 09","0.00","0.00",""
"2023-04-09 10","0.00","0.00",""
"2023-04-09 11","0.00","0.00",""
"2023-04-09 12","0.00","0.00",""
"2023-04-09 13","0.00","0.00",""
"2023-04-09 14","0.00","0.00",""
"2023-04-09 15","0.00","0.00",""
"2023-04-09 16","0.00","0.00",""
"2023-04-09 17","0.00","0.00",""
"2023-04-09 18","106.12","107.89",""
"2023-04-09 19","200.25","204.38",""
"2023-04-09 20","238.13","243.05",""
"2023-04-09 21","174.20","177.80",""
"2023-04-09 22","151.88","155.02",""
"2023-04-09 23","136.51","139.32",""
"2023-04-09 24","131.69","134.41",""
"2023-04-10 01","139.55","140.07",""
"2023-04-10 02","168.42","169.05",""
"2023-04-10 03","144.21","144.75",""
"2023-04-10 04","137.65","138.17",""
"2023-04-10 05","172.23","172.88",""
"2023-04-10 06","177.71","178.37",""
"2023-04-10 07","178.10","178.76",""
"2023-04-10 08","121.42","121.87",""
"2023-04-10 09","27.41","27.60",""
"2023-04-10 10","94.07","94.74",""
"2023-04-10 11","131.14","132.07",""
"2023-04-10 12","132.01","132.95",""
"2023-04-10 13","124.12","125.00",""
"2023-04-10 14","78.45","79.01",""
"2023-04-10 15","0.00","0.00",""
"2023-04-10 16","0.00","0.00",""
"2023-04-10 17","5.38","5.42",""
"2023-04-10 18","161.31","162.46",""
"2023-04-10 19","221.72","224.05",""
"2023-04-10 20","209.64","211.84",""
"2023-04-10 21","184.97","186.91",""
"2023-04-10 22","197.03","199.10",""
"2023-04-10 23","197.03","199.10",""
"2023-04-10 24","197.03","199.10",""
"2023-04-11 01","202.51","202.49",""
"2023-04-11 02","196.27","196.25",""
"2023-04-11 03","179.11","179.09",""
"2023-04-11 04","203.96","203.94",""
"2023-04-11 05","245.99","245.97",""
"2023-04-11 06","250.48","250.46",""
"2023-04-11 07","265.25","265.22",""
"2023-04-11 08","214.22","214.20",""
"2023-04-11 09","26.19","26.35",""
"2023-04-11 10","0.00","0.00",""
"2023-04-11 11","0.00","0.00",""
"2023-04-11 12","0.00","0.00",""
"2023-04-11 13","0.00","0.00",""
"2023-04-11 14","0.00","0.00",""
"2023-04-11 15","0.00","0.00",""
"2023-04-11 16","0.00","0.00",""
"2023-04-11 17","0.00","0.00",""
"2023-04-11 18","101.94","102.51",""
"2023-04-11 19","188.65","190.36",""
"2023-04-11 20","240.05","242.22",""
"2023-04-11 21","230.84","232.93",""
"2023-04-11 22","178.25","179.86",""
"2023-04-11 23","172.37","173.93",""
"2023-04-11 24","172.37","173.93",""
"2023-04-12 01","178.47","179.07",""
"2023-04-12 02","178.99","179.59",""
"2023-04-12 03","175.85","176.44",""
"2023-04-12 04","173.75","174.33",""
"2023-04-12 05","173.75","174.33",""
"2023-04-12 06","174.22","174.80",""
"2023-04-12 07","178.41","179.01",""
"2023-04-12 08","153.62","154.13",""
"2023-04-12 09","30.71","31.00",""
"2023-04-12 10","0.00","0.00",""
"2023-04-12 11","0.00","0.00",""
"2023-04-12 12","0.00","0.00",""
"2023-04-12 13","0.00","0.00",""
"2023-04-12 14","0.00","0.00",""
"2023-04-12 15","0.00","0.00",""
"2023-04-12 16","0.00","0.00",""
"2023-04-12 17","0.00","0.00",""
"2023-04-12 18","84.96","85.76",""
"2023-04-12 19","181.18","184.30",""
"2023-04-12 20","181.18","184.30",""
"2023-04-12 21","181.18","184.30",""
"2023-04-12 22","181.18","184.30",""
"2023-04-12 23","181.18","184.30",""
"2023-04-12 24","181.18","184.30",""
"2023-04-13 01","176.48","178.07",""
"2023-04-13 02","187.47","189.16",""
"2023-04-13 03","173.62","175.18",""
"2023-04-13 04","168.97","170.48",""
"2023-04-13 05","150.23","151.58",""
"2023-04-13 06","166.08","167.57",""
"2023-04-13 07","171.85","173.39",""
"2023-04-13 08","158.00","159.42",""
"2023-04-13 09","59.43","60.28",""
"2023-04-13 10","0.00","0.00",""
"2023-04-13 11","0.00","0.00",""
"2023-04-13 12","0.00","0.00",""
"2023-04-13 13","0.00","0.00",""
"2023-04-13 14","0.00","0.00",""
"2023-04-13 15","0.00","0.00",""
"2023-04-13 16","0.00","0.00",""
"2023-04-13 17","0.00","0.00",""
"2023-04-13 18","79.53","80.66",""
"2023-04-13 19","167.43","171.76",""
"2023-04-13 20","167.43","171.76",""
"2023-04-13 21","149.24","153.11",""
"2023-04-13 22","141.82","145.49",""
"2023-04-13 23","143.01","146.71",""
"2023-04-13 24","143.01","146.71",""
"2023-04-14 01","169.18","171.04",""
"2023-04-14 02","169.18","171.04",""
"2023-04-14 03","169.18","171.04",""
"2023-04-14 04","169.18","171.04",""
"2023-04-14 05","169.18","171.04",""
"2023-04-14 06","169.18","171.04",""
"2023-04-14 07","169.18","171.04",""
"2023-04-14 08","152.30","153.98",""
"2023-04-14 09","79.13","79.97",""
"2023-04-14 10","133.37","134.79",""
"2023-04-14 11","105.94","107.07",""
"2023-04-14 12","0.00","0.00",""
"2023-04-14 13","0.00","0.00",""
"2023-04-14 14","0.00","0.00",""
"2023-04-14 15","0.00","0.00",""
"2023-04-14 16","0.00","0.00",""
"2023-04-14 17","0.00","0.00",""
"2023-04-14 18","47.15","47.65",""
"2023-04-14 19","174.30","178.21",""
"2023-04-14 20","118.43","121.09",""
"2023-04-14 21","125.37","128.18",""
"2023-04-14 22","125.37","128.18",""
"2023-04-14 23","132.23","135.20",""
"2023-04-14 24","133.95","136.95",""
"2023-04-15 01","132.42","133.75",""
"2023-04-15 02","131.69","133.02",""
"2023-04-15 03","126.11","127.37",""
"2023-04-15 04","128.03","129.32",""
"2023-04-15 05","128.05","129.34",""
"2023-04-15 06","128.05","129.34",""
"2023-04-15 07","122.01","123.24",""
"2023-04-15 08","71.86","72.58",""
"2023-04-15 09","0.00","0.00",""
"2023-04-15 10","0.00","0.00",""
"2023-04-15 11","0.00","0.00",""
"2023-04-15 12","0.00","0.00",""
"2023-04-15 13","0.00","0.00",""
"2023-04-15 14","0.00","0.00",""
"2023-04-15 15","0.00","0.00",""
"2023-04-15 16","0.00","0.00",""
"2023-04-15 17","0.00","0.00",""
"2023-04-15 18","108.61","110.09",""
"2023-04-15 19","140.16","143.60",""
"2023-04-15 20","125.92","129.01",""
"2023-04-15 21","134.82","138.13",""
"2023-04-15 22","139.56","142.99",""
"2023-04-15 23","124.58","127.64",""
"2023-04-15 24","121.49","124.47",""
"2023-04-16 01","123.12","124.72",""
"2023-04-16 02","122.52","124.11",""
"2023-04-16 03","124.56","126.18",""
"2023-04-16 04","124.62","126.24",""
"2023-04-16 05","124.68","126.30",""
"2023-04-16 06","124.49","126.11",""
"2023-04-16 07","122.84","124.43",""
"2023-04-16 08","75.03","76.01",""
"2023-04-16 09","0.00","0.00",""
"2023-04-16 10","0.00","0.00",""
"2023-04-16 11","0.00","0.00",""
"2023-04-16 12","0.00","0.00",""
"2023-04-16 13","0.00","0.00",""
"2023-04-16 14","0.00","0.00",""
"2023-04-16 15","0.00","0.00",""
"2023-04-16 16","0.00","0.00",""
"2023-04-16 17","0.00","0.00",""
"2023-04-16 18","87.10","88.76",""
"2023-04-16 19","153.23","157.85",""
"2023-04-16 20","145.69","150.08",""
"2023-04-16 21","127.20","131.04",""
"2023-04-16 22","141.74","146.01",""
"2023-04-16 23","131.98","135.95",""
"2023-04-16 24","127.24","131.08",""
"2023-04-17 01","131.07","132.79",""
"2023-04-17 02","128.12","129.80",""
"2023-04-17 03","128.07","129.75",""
"2023-04-17 04","129.94","131.64",""
"2023-04-17 05","133.07","134.82",""
"2023-04-17 06","133.07","134.82",""
"2023-04-17 07","152.88","154.90",""
"2023-04-17 08","122.10","123.71",""
"2023-04-17 09","53.08","54.08",""
"2023-04-17 10","0.00","0.00",""
"2023-04-17 11","43.64","44.47",""
"2023-04-17 12","0.00","0.00",""
"2023-04-17 13","0.00","0.00",""
"2023-04-17 14","0.00","0.00",""
"2023-04-17 15","0.00","0.00",""
"2023-04-17 16","0.00","0.00",""
"2023-04-17 17","0.00","0.00",""
"2023-04-17 18","46.19","47.06",""
"2023-04-17 19","125.51","129.68",""
"2023-04-17 20","132.24","136.62",""
"2023-04-17 21","128.36","132.61",""
"2023-04-17 22","137.71","142.28",""
"2023-04-17 23","141.51","146.21",""
"2023-04-17 24","148.57","153.50",""
"2023-04-18 01","164.24","167.53",""
"2023-04-18 02","162.59","165.85",""
"2023-04-18 03","163.61","166.89",""
"2023-04-18 04","164.24","167.53",""
"2023-04-18 05","164.24","167.53",""
"2023-04-18 06","164.24","167.53",""
"2023-04-18 07","164.24","167.53",""
"2023-04-18 08","163.23","166.50",""
"2023-04-18 09","84.77","86.16",""
"2023-04-18 10","52.74","53.61",""
"2023-04-18 11","145.20","147.59",""
"2023-04-18 12","128.78","130.89",""
"2023-04-18 13","78.15","79.43",""
"2023-04-18 14","0.00","0.00",""
"2023-04-18 15","0.00","0.00",""
"2023-04-18 16","0.00","0.00",""
"2023-04-18 17","0.00","0.00",""
"2023-04-18 18","80.64","81.97",""
"2023-04-18 19","134.25","138.04",""
"2023-04-18 20","162.03","166.60",""
"2023-04-18 21","162.34","166.92",""
"2023-04-18 22","162.34","166.92",""
"2023-04-18 23","162.34","166.92",""
"2023-04-18 24","161.05","165.59",""
"2023-04-19 01","179.83","181.84",""
"2023-04-19 02","161.87","163.68",""
"2023-04-19 03","141.39","142.98",""
